1,1,1,1,-217.0
1,1,2,1,81.0
1,1,3,1,623.0
1,1,4,1,-434.0
1,1,5,1,-401.0
1,1,6,1,262.0
1,1,7,1,-239.0
1,1,8,2,22.0
1,1,9,2,27.0
1,1,10,2,26.0
1,1,11,2,0.0
1,1,12,1,162.0
1,1,13,2,20.0
1,1,14,2,29.0
1,1,15,2,49.0
1,1,16,2,51.0
1,1,17,2,20.0
1,1,18,2,39.0
1,1,19,2,20.0
1,1,20,2,57.0
1,1,21,2,26.0
1,1,22,2,44.0
1,1,23,2,15.0
1,1,24,2,41.0
1,1,25,2,27.0
1,1,26,2,21.0
1,1,27,2,17.0
1,1,28,2,22.0
1,1,29,2,41.0
1,1,30,2,44.0
1,1,31,2,12.0
1,1,32,2,33.0
1,1,33,2,2.0
1,1,34,1,326.0
1,1,35,1,279.0
1,1,36,1,-6.0
1,1,37,2,18.0
1,1,38,2,28.0
1,1,39,2,15.0
1,1,40,2,0.0
1,1,41,1,-115.0
1,1,42,2,15.0
1,1,43,2,41.0
1,1,44,2,29.0
1,1,45,2,10.0
1,1,46,2,6.0
1,1,47,2,63.0
1,1,48,2,47.0
1,1,49,1,173.0
1,1,50,1,176.0
1,1,51,1,-676.0
1,1,52,2,30.0
1,1,53,1,-288.0
1,1,54,2,1.0
1,1,55,2,23.0
1,1,56,1,-302.0
1,1,57,2,37.0
1,1,58,2,6.0
1,1,59,2,23.0
1,1,60,2,34.0
1,1,61,2,9.0
1,1,62,2,34.0
1,1,63,1,477.0
1,1,64,1,562.0
1,1,65,1,59.0
1,1,66,2,8.0
1,1,67,2,23.0
1,1,68,2,41.0
1,1,69,1,348.0
1,1,70,1,106.0
1,1,71,1,556.0
1,1,72,1,542.0
1,1,73,1,185.0
1,1,74,1,-634.0
1,1,75,2,32.0
1,1,76,2,65.0
1,1,77,2,16.0
1,1,78,2,42.0
1,1,79,1,-1.0
1,1,80,1,830.0
1,1,81,1,165.0
1,1,82,1,268.0
1,1,83,1,-48.0
1,1,84,1,94.0
1,1,85,1,319.0
1,1,86,1,90.0
1,1,87,1,-21.0
1,1,88,2,42.0
1,1,89,2,38.0
1,1,90,2,52.0
1,1,91,2,37.0
1,1,92,2,4.0
1,1,93,2,38.0
1,1,94,2,15.0
1,1,95,2,31.0
1,1,96,1,-412.0
1,1,97,2,27.0
1,1,98,2,30.0
1,1,99,2,22.0
1,1,100,2,22.0
1,1,101,2,16.0
1,1,102,2,32.0
1,1,103,1,336.0
1,1,104,1,-105.0
1,1,105,1,143.0
1,1,106,2,51.0
1,1,107,2,0.0
1,1,108,2,10.0
1,1,109,2,35.0
1,1,110,2,24.0
1,1,111,2,9.0
1,1,112,1,216.0
1,1,113,1,0.0
1,1,114,1,-371.0
1,1,115,2,11.0
1,1,116,2,6.0
1,1,117,1,57.0
1,1,118,1,-273.0
1,1,119,2,27.0
1,1,120,2,51.0
1,1,121,2,2.0
1,1,122,2,58.0
1,1,123,2,0.0
1,1,124,1,64.0
1,1,125,1,-218.0
1,1,126,2,42.0
1,1,127,2,28.0
1,1,128,1,553.0
1,1,129,1,-392.0
1,1,130,2,15.0
1,1,131,1,136.0
1,1,132,1,230.0
1,1,133,1,423.0
1,1,134,1,-172.0
1,1,135,2,23.0
1,1,136,2,9.0
1,1,137,2,34.0
1,1,138,2,0.0
1,1,139,1,-625.0
1,1,140,2,59.0
1,1,141,2,15.0
1,1,142,1,-346.0
1,1,143,2,23.0
1,1,144,2,51.0
1,1,145,1,417.0
1,1,146,2,0.0
1,1,147,1,345.0
1,1,148,1,460.0
1,1,149,1,-68.0
1,1,150,2,3.0
1,1,151,1,-93.0
1,1,152,2,40.0
1,1,153,2,27.0
1,1,154,2,7.0
1,1,155,2,61.0
1,1,156,2,21.0
1,1,157,2,7.0
1,1,158,2,6.0
1,1,159,1,453.0
1,1,160,1,97.0
1,1,161,2,3.0
1,1,162,2,28.0
1,1,163,2,21.0
1,1,164,2,24.0
1,1,165,2,10.0
1,1,166,2,47.0
1,1,167,2,38.0
1,1,168,2,48.0
1,1,169,2,54.0
1,1,170,1,756.0
1,1,171,1,289.0
1,1,172,2,8.0
1,1,173,2,8.0
1,1,174,2,30.0
1,1,175,2,13.0
1,1,176,2,13.0
1,1,177,2,59.0
1,1,178,2,36.0
1,1,179,2,25.0
1,1,180,1,-17.0
1,1,181,1,-2.0
1,1,182,1,-77.0
1,1,183,2,3.0
1,1,184,2,27.0
1,1,185,2,54.0
1,1,186,2,22.0
1,1,187,2,5.0
1,1,188,1,492.0
1,1,189,1,-193.0
1,1,190,2,25.0
1,1,191,1,110.0
1,1,192,1,623.0
1,1,193,2,38.0
1,1,194,2,28.0
1,1,195,2,25.0
1,1,196,2,0.0
1,1,197,1,24.0
1,1,198,1,148.0
1,1,199,1,-528.0
1,1,200,2,30.0
1,2,1,1,-298.0
1,2,2,2,30.0
1,2,3,2,0.0
1,2,4,2,8.0
1,2,5,2,0.0
1,2,6,1,278.0
1,2,7,1,-10.0
1,2,8,1,-223.0
1,2,9,1,-554.0
1,2,10,1,437.0
1,2,11,2,0.0
1,2,12,2,4.0
1,2,13,2,13.0
1,2,14,2,6.0
1,2,15,2,17.0
1,2,16,2,41.0
1,2,17,2,29.0
1,2,18,1,-181.0
1,2,19,1,552.0
1,2,20,1,423.0
1,2,21,1,598.0
1,2,22,2,57.0
1,2,23,2,6.0
1,2,24,2,3.0
1,2,25,2,26.0
1,2,26,2,7.0
1,2,27,2,36.0
1,2,28,2,13.0
1,2,29,2,43.0
1,2,30,2,0.0
1,2,31,2,29.0
1,2,32,2,10.0
1,2,33,2,44.0
