0,1,9065.0,205.197756749,0.365
0,2,5751.0,195.056286684,0.325
0,3,8027.0,321.761816838,0.72
0,4,4357.0,124.289053319,0.14
0,5,8000.0,172.932906065,0.215
0,6,13090.0,275.606544734,0.5
0,7,5179.0,146.07845144,0.135
0,8,10354.0,200.871195297,0.25
0,9,6598.0,104.970042869,0.07
0,10,17191.0,304.759139281,0.65
0,11,3901.0,45.6328826067,0.015
0,12,7960.0,145.928201524,0.21
1,1,253630.0,216.849942356,0.495
1,2,256790.0,227.699445542,0.495
1,3,257906.0,266.601273628,0.65
1,4,251643.0,224.866379824,0.47
1,5,251251.0,245.902582286,0.575
1,6,263450.0,305.24999181,0.84
1,7,261715.0,268.324718159,0.675
1,8,251469.0,190.043168714,0.295
1,9,244588.0,57.4510783189,0.005
1,10,250909.0,223.46511579,0.515
1,11,251463.0,244.658753726,0.535
1,12,257735.0,257.489105352,0.605
2,1,257705.0,34.4286127371,0.84
2,2,256652.0,36.2873586804,0.775
2,3,257233.0,36.3486970193,0.805
2,4,255165.0,37.7037713631,0.675
2,5,259440.0,22.0295256417,0.965
2,6,257655.0,31.2712227935,0.855
2,7,257951.0,30.9660293709,0.845
2,8,258885.0,25.5850420168,0.95
2,9,258840.0,27.5853221841,0.925
2,10,257084.0,34.0535401978,0.815
2,11,257870.0,29.3504258913,0.87
2,12,258312.0,29.271938781,0.905
